target,source,time,week,comment
35,27,20170325,7,"I agree with your worry on the accuracy of the sentiment classification. As the project we are doing, we have discovered not the ""positive"" and ""negative"" word mean in the comment. If we put a ""not"" before a positive or negative adjective, the whole meaning will become opposite and the sentiment analysis will be lead to failed. The ""good"" product become bad and not sell leading decreasing profit and the ""bad"" product become good and keep on selling leading to loss. Therefore, the sentiment classification should be well-trained before using. Moreover, there will be a malicious or spam comments to attack the company. Therefore, the sentiment analysis should be trained to filter or delete those unrelated comment in order to prevent the accuracy of the sentiment classification. Therefore, we need to work hard our project together. Fighting!!!!"
35,27,20170325,7,"Yes, the perception and the ability of human being is limited. Therefore, we have developed many technology to exploring the unseen part of the world even the universe we are not able to reach. For example, we cannot reach to the deepest part of the sea due to the high pressure. Therefore, scientists have invented submarine with self-driving function carrying a ultrasound camera. This helps human can explore the unseen in a safer way. I think creating a new information carriers is a life-long job for us as information engineering students. We need to be curious to the world and find a way to discover them."
33,27,20170325,7,"I think your point on ""changing our life better"" is quite interesting. In Hong Kong, there are limited place so to the high rent. Many young entrepreneurs cannot afford the rent of shop and therefore give up their dreams. However, I think the information era can help the entrepreneurs to escape this difficult circumstance-- open a e-shop. Nowadays, there are many e-shops using social platform to perform their business, clothes, accessories, or even food can be bought on the shop. Nevertheless, some Illustrators or author can use their talents and interest to earn money themselves like ?????? and ?{????. They illustrate pictures and write a story on social platform to earn profit and develop their interest. Moreover, there is some game streamer in the whole world. Many teenagers know them and enjoy watching their stream. In my opinion, the information era creates lots of job opportunities for the teenagers to do what they really want to do and is a place to make their dreams come true."
65,27,20170325,7,"Nice experiment. I appreciate you that you make the matrix factorization in recommendation system yourself. In previous years in University or Secondary school, we only knew how to solve the matrix factorization. However, we don't know the use and the application of the matrix factorization. But now, I can see combining the programming skills and the matrix factorization to undergo a prediction of a movie rating. Using acquainted knowledge and combine it to create a new application is what engineer aiming to do. What an amazing job! Moreover, the steps are very clear and easy to follow. I must follow the instruction and try out myself. Thanks for your recommendation!"
65,27,20170325,7,"I totally agree the difficulties of sentiment analysis. Besides those pre-processing steps needed to be worried, the ""positive"" and ""negative"" meaning of the word cannot considered as word by word. ""However"", ""Yet"" in the opening can totally make the sentences become not the positive and negative. ""Not"" in front of the adjective can inverse the whole feeling of the comments. Therefore, sentiment analysis should be well-trained before using. Otherwise, an inaccurate result will be analyzed. However, we still need the sentiment analysis because just like what you have mentioned, it is applicable in many different areas and helps us know the overall feeling due to a product/service or a things happened."
67,27,20170325,7,"As the machine learning is well-developing, I think AI will benefit lots from the machine learning. In my opinion, AI can apply to more and more situations. It definitely facilitate our human life. For example, AI can work in some dangerous condition (lava, deep sea-level or the universe) or perform something need accuracy (Minimally invasive). It make the high-risk situation becomes safer. Moreover, machine learning is well suitable for the communication. If you are interested in machine learning development. You can go to IBM Bluemix and create a conversation machine learning program. It is easy to control by setting the entities,intents and some conditions, then you can test the program. And the most attractive reason is it is free for students ! I am also looking forward to the development of the Machine Learning. It will be good to have a deeper discussion with you in the course."
27,27,20170325,7,"Thanks for your reply! Yes we should be aware when we are using the social media. As you have mentioned, most of the social media website will collect our personal information and provide our interest advertisement. I think this is a little bit horrible that they can know everything we have done in the Internet. Therefore, we should be a smart user. Clear cookies regularly, do not give any personal information to any mistrust website or do it in a secure connection (HTTPS instead of HTTP). Moreover, using smart phone is a big trend nowadays. We should set limited authority to the application to prevent them extract extra data from ourselves."
12,65,20170324,7,"Thank you for your sharing.I agree what you said about information not only can reduce our uncertainties in the daily situations, but also help us to gain knowledge via the process of human cognitive. In my opinion, learning HII could also let us understand how information interacts with machine and human. For example, there are three types of interaction: human-to-human interaction, human-to-machine interaction and machine-to-machine interaction. By knowing this, when we need to come up with an answer, we could try to find out the information through these three areas, not only through human interaction!"
52,65,20170324,7,"Thank you for your sharing. I am also excited in doing the project as well:)Actually, machine learning could be applied in many different areas, not only in semantic analysis. According to https://www.quora.com/What-are-some-interesting-possible-applications-of-machine-learning, machine learning could be applied in 1. Face detection2. Face recognition3. Image classification4. Speech recognition5. Google6. Anti-virus7. Anti-spam8. Genetics9. Signal denoising10. Weather forecastFor the number 7, Anti-spam, I have experienced in writing to spam filtering project in the course machine learning. We were given a set of training data including the normal email and the spam email. A set of testing data mixing the normal and spam email is also given. We need to train our own model to filter out the spam in the testing data. We applied some popular machine learning algorithm such as svm regression, random forest, logistic regression and naive Bayes classifier. Finally, we found that the result of random forest is the most accurate!I believe that machine learning could also be applied in much more area. So I am looking forward to seeing the future usage of it."
52,65,20170324,7,"Thank you for your special experience!In my opinion, it also shows that how human interact with information. In the past, human interacts with information by direct chatting or calling. The efficiency of spreading information is low.But with the invention of the Internet (WWW), spreading information becomes much more effective! In addition, it is problematic if the fake news could be spread fast. For example, in the US president election, someone claims that due to the fake news, Donald Trump is being affected. So I believe that how to detect bad news and preventing it from spreading fast is another hot topic in the future."
52,65,20170324,7,"I totally agree what you said about the cruciality of breaking news.In my opinion, there is another problem we need to take care of -- content farm.In recent years, to raise the clicking rates, some media would keep posting any topics, no matter it is important or not. In case the user clicked into it, the media could make profit. It is also bad for the user, because the content of these media is always useless, some of them are even not true. To deal with this, we have to ""block"" those content farm."
6,53,20170325,7,"I agree with your viewpoint that there are so many fake information in the internet. For example, in 2008, somebody said that The Bank of East Asia's financial status was not stable through the internet, after that, many people went to the bank and took money and bank runs occurs. Therefore, we must think carefully before we believe."
6,53,20170325,7,"I really agree with you!!! In nowadays we always use short form to present some vocabularies. Although they are convenient, sometimes they are confusing. We could easily misunderstand the meaning of the sentences."
41,53,20170325,7,"Thanks for sharing. I think that the difficulties in analyzing Chinese is higher than English. Because the language system is more complex. The usage ofTraditional, Simplified or even Chinese in Taiwan varies with each other. We need to pay a more efforts if we want to have accurate sentiment analyze in Chinese Words."
32,53,20170325,7,"I think your viewpoint on ??Songs and music are the ??apps?? ?? is quite interesting. I agree that we use music and songs to interact with each others. Sometimes we have some famous songs to represent a decade.However, is it really 100% a good thing that we use computer to generate music? Of course, we can increase the productivity of the music, especially for the pop songs. But, human cannot be replaced by the computer, we have sentiments, computer can be our tools but not replacing us."
43,53,20170325,7,"Yes ! I agree with you. Social media is just a tool for us to get in touch with our friends. In order to enhance the friendship, we need to chat, to meet and to care. A 'like' or 'follow' is just the first step, we have to do more outside the social media to make real friends."
67,53,20170325,7,"I agree with you. I faced the same situation as u faced before. When I gather with a group of friends, they always look on their own mobile phones, watching on ??Facebook?? or ??Instagram??. Although these apps are called social media, but they destroyed this social events I think that we should control our usage on our phones during social events, we need to respect each other and treasure the time we meet."
75,53,20170325,7,"I agree with that the machine learning is a growing trend in our world. Machine Learning can help us a lot as they can learn themselves and provide results. Also, I strongly agree that u said we should be the controller of the technology. Yes, nowadays many work can be replaced by computer, however we should concern that we need to care about the human force, we need to hire people to let people work and earn income."
69,53,20170325,7,"I agree with that the social networks link the people from the whole world together. We can easily group people with same view or interest together. However, have we ever think of social networks isolate others who are not using them? Nowadays we always use 'Facebook' to express our views, or some people use it to promote their ideas. We form groups in the internet. But, in fact, there are still quite a number of people don't use them. We always think of the comments from the web is the main idea, but we always forget the one who doesn't use it."
3,53,20170325,7,"It is very interesting. Once of the problem in Hong Kong nowadays is the shortage of medical staffs. When we want to see a doctor in the hospital, we need to wait for around 5-6 hours. If we can use this technology, we solve solve the problem in manpower.However, we must be careful because it is related to health and life. We need to ensure that it is nearly 100% safe and accurate before we use it wisely."
3,53,20170325,7,"Interesting! Body languages can also express ones feeling. Other than some specific gestures, our smiles, our eye contact can also express ourself. Therefore, don??t think that no one knows what you think even you are not talking !! Haha"
63,53,20170325,7,"I agree with that we must face huge difficulties in reality on sentiment analysis. I also talked about this in my blog post As a Hong Kong people, I first thought of how can it applied in Chinese. Chinese is a extremely complex language system. Different places have different slangs, but they are all written in the same Chinese Word. How can the computer understand the actual meaning of the sentences? I hope we can see it one day"
51,53,20170325,7,"Agree!! Nowadays we like to use emoji. Once we can??t think of anything to reply, we type emoji. However, have you ever think of emoji is also a kind of language? Emojis are usually facial expression, which is a kind of body language. Body language can also express ourselves. haha"
1,53,20170325,7,"I agree with you! Nowadays we always focus on developing high-tech shops for convenience. These technology mainly target on the youngsters who often use the high-tech gadgets. However, we should also care about the elderly, we should develop some user-friendly things for them. They like to use Nokia more then Iphone! Because Nokia is more simple."
12,53,20170325,7,"I faced the same situation as you! I also wrote a blogpost about the recommendation system. I think this kind of system is quite helpful, because they know our needs and the provide suitable advertisement for us. This can encourage us to spend money and good for the economy."
12,53,20170325,7,"Sure. We need to be smart when we are using social media. We should judge whether the information is true or fake. For example, in 2008, somebody said that The Bank of East Asia??s financial status was not stable through the internet, after that, many people went to the bank and took money and bank runs occurs."
55,53,20170325,7,"I think we need to think about it is really a good thing that machine replace human. For sure, technology provides a lot of convenience in our daily life. However, if we replace human by machine, then what can human do? We need to balance the workforce, we need manpower, we need to let them work in order they can have income. We should treat machine as tools to increase our productivity but not replacing us."
64,40,20170322,7,"Yes, semantic information provides different kind of information to us and therefore we need to make sure the information can be accurately express to the others, for example using some icons that we know what they mean etc. in order to enhance the user experience."
33,40,20170322,7,"Digital information is becoming more and more important in nowadays. As you mentioned, online shop is very popular in this generation. Buyers can just click a button and search for the products they want to buy, they also need not to get the products and take it back home, the online shop will find someone to deliver the product to their home, which is efficient and convenient to buyers though some time is needed to wait the product delivering to their home. Though we cannot read what is the meaning of those 1s and 0s, those information is making our life much better."
43,40,20170322,7,"I agree that social media cannot enhance friendship. For me, social media is a tool to grab information that I want to know about, I seldom watch something that my friend shared though I may have a look if the topic attracts me. Though social media cannot enhance friendship well, it is a convenient way for us get the information we want to know about."
44,40,20170323,7,"I see your point that the smart technology is making our life better, but it is weakening some of the ability that we need to train as well. I agree that the smart technology is weakening our ability in some aspects, for example as you mentioned we may remember less, it is real that the devices like smart phones or tablets have a record about when he/she needs to do something in a certain time. We need not to remember the event that we need to join for a long time, we just need to remember before we type a record in the smart phone and then we need not to remember it after since it will remind us when the event is imminent. However, I do not totally agree the point about the smart technology may let us have less critical thinking which it may enhance our ability of critical thinking. In this information age, we can get information easily but we need to know whether the information is correct or not, which is way to train our skills on critical thinking. Though the smart technology is making our life better, it has some bad influence to us. I hope those problems will be minimized in the future."
52,40,20170322,7,"Semantic information means the symbols that can express some kind of information and language is exactly a kind of symbol (it is just readable by humans) thus language is a part of semantic information but it is not all of it. Semantic information can provide information to us in a short period of time and therefore it is an important way to exchange information.NLP is not that developed in nowadays, time is needed to let the machines ??learn?? more to recognize the opinions written by humans whether they are positive or negative."
10,40,20170323,7,"It is a fact that there are more and more online shops in Hong Kong these days. As you mentioned, the shop owner can face less risk and cost in order to open an online shop while the customers can just have a click and order the products they want and the products may mainly delivered to the home directly. This is a reason that more and more people are willing to start their own business nowadays. Though traditional shops still have their selling point to attract people like they can touch the product and know more about the quality of the products provided, online shops still have a great advantage in convenience and saving physical space."
57,44,20170325,7,"Thanks Jinny! From class and your sharing, I get some idea. Nowadays, we can use our programming skills easily and get some functions, but why we cannot be the famous company CEO, now software engineering is easier so we can copy the idea easily, but what we need is our creativity and the service of human. All the programming can be learnt, but only the useful one can help you be rich even that idea is easy to be done by anyone, for example, create some emoji or put the pictures into emoji. After the idea which can service so many persons, we should keep improving and let your idea service more, for example, even the Facebook company is successful and famous in most countries, but they keep improving and add more functions so that this company can keep the success. Therefore, future is the age urged us more creativity and to think more about the need of our life. I think that is the importance of UI."
19,44,20170324,7,"Thank you for your kindly sharing at first. From the class, I just know that Naive Bayes is an easy way to judge and distribute, but it need us to have special element or circumstance to classify the items or objects. If we cannot consider well we will get the wrong results. Take the example which shown by professor, we identify the apples based on the color is red then the size and the shape. As our first impression, it is very easy to classify the apples, but think it over, we can find that this system also shows peaches, tomatoes and more other kinds of fruit as apples, so I think this method is too inefficiency. Nevertheless, I get new opinion in your post, I realize that all the efficiency methods are found from some the easy or well-use methods. The reasons why that simple methods are used is that it solves some problems. Maybe the new better ways to classifying is discovering from Naive Bayes. Searching this theory, I found that in 2006, we found some more new methods which have higher performance based on Naive Bayes, for example, Random Forests."
19,44,20170324,7,"As you mentioned, different genders have different body language, for example, girls often hand in hand to do somethings together, but for boys, this behavior is strange and they will do this with their friends(boys,is it right?) Furthermore, I also think that different genders for same voice language or words have different idea or thought. even meaning. For example, when girls said ??I am not angry?? pulling long face, it is obvious anger but some boys may think this sentence means ??I am OK??. Let me share some little tragic stories with you. I am usually ??invited?? to listen the couple complain to each other, most reasons are they misunderstand the meaning of others."
19,44,20170325,7,"Thank you for sharing the psychology and these three level of cognition. As you said that this theory can help us learn something deeper. What I think is that why we often said that we can test for our knowledge and forgot it soon is that we just go through 1st level- Cognition and 2nd level- Meta-cognition but without 3rd level-Epistemic Cognition. I can remember that what I learnt in school just because I often think it and use it in our life, but for some courses, I just remember I struggled for it for many nights but I cannot remembered the context of it. That may the other reason why we often encouraged to learn our interesting major is that we will think more and reflect about our interests. Thank you for your sharing!"
19,44,20170325,7,"As I mentioned in my post, I agree that big data is a helpful and awesome technology but it need some limitation and rules. For example, in many films, we can see that some wonderful hackers can control and watch you, check you chatting history and keep an ere for you in any where. In fact, if we know that this skill is used to do something good, we are appreciate for it, but how can we know who are the hackers and what is their purpose?? What??s more? Have you ever watched the film called <>?? Some governments used this technology to control our society, why they cannot tell the citizens? In this case we can see that big data will bring big problems for us so that we need some rules and limitation to use this and the rules cannot easily set by governments or some organizations. Before the setting of the limitation and rules, we should consider the result and influence of some high class technology and keep an eye on it!"
40,44,20170325,7,"From our class about language and body language, we can see that different background or genders or country persons will have different realization for same words or sentences. For example, even in Hong Kong, boys and girls will have different meaning of ??I am OK for the restaurant?? or ??Whatever you want??. It was a heat topic in last few months. Therefore, even our human who lives in same place cannot understand the meaning of same words, how can we teach our computers to do this difficult missions? I think so many boys especially the boyfriends hope some day they can get the translation machine of their girl friends. But someone tried to do this machines though the result of cause ?? From the class about machine learning in our course, we can see that we human have tried so many methods to achieve this goal, and now we can see some little success, for example, supervised learning, linear regression and so on. In my opinion, we are hard to learn the language even machine and human, but we can solve some problems from machine learning. Take my friends?? FYP as an example, they learnt machine learning and learn the AAC for the communication disabled students and then now they build a wonderful function that communication disabled students can use apps to communicate better. From this result, we can help so many people if we use machine learning well, then we can solve more and more the language or communication problems."
40,44,20170325,7,"Thanks Charles and I also get some idea from the comments. Semantic information is important like you all saying. It can help us understand and get information from others. Without semantic, I cannot comment this and get your sharing. I think semantic information will be an element which decide whether the product is successful or not. As I comment in many posts that many successful companies will keep improving and try their best to service more. Thank is the reason why UI is so significant. Without semantic information, how can we get the customers idea, suggestions and feed back? For example, if we do not give course evaluations for our professors or courses, how can all the professors teach us well? By the way, without semantic, how can professors teach us about what they know? As an engineers, we should take care of the need of our customers and use semantic information well to improve the product, the result must encouraged!"
40,44,20170325,7,"Let me share my story about your post about different context. My final year project is now building a function about speech-to-picture, the largest problem we are facing is that same pronunciation may has different words or meanings. Even same words in different situations have different meaning, so it is hard to teach machine to show correct pictures every time. For example, we say??apple??, when we say in canteen, it may mean a kind of fruit, but in lab, it may mean the brand of a company or their products such as iPhone or iPad. Therefore, I cannot agree more that context is a big problem, and learn it well can help us get the correct information, so when we present something or promote some product, we should consider this carefully. After that we should compute more, as you said, users?? convenience and daily lives."
40,44,20170325,7,"As you wrote that information age need us to be careful to collect the right information. Nowadays, we can share and get the events and the feeling easily, but not all the information is right, but when we read the information, we are easily to be influenced by the words, some times it led a terrible situation. For example, we often comments the facebook posts based on the words, we often say something to complain the persons who are shared as a bad persons without criticism. Take the heat topic ??offer seat to the need??, we can see many persons said some offensive language without thinking about if the girls got sick or be disabled so that she was sitting but the older was standing. What is more, without critical thinking, many persons often judge some one based on the words by others without fact, it is unhealthy but a big problem in this information age, especially the big data age is coming."
69,44,20170325,7,"From your kindly sharing, we can see that the Naive Bayes is easy to classify the information, though the method is easy but useful even nowadays. For example, we can classify the email into spam or the important based on Naive Bayes. Although the method has so many limitation and need improvement, for example, it classifies the apples just based on the color, shape and size, but how about the peaches which has similar shape with apples? But all the high class is begin with the simple but useful methods. In fact, in 2006, we get more methods to classify better based on the improvement of Naive Bayes. This story also encourages us to try more even some persons may say yours is too low class or too idiots, who knows yours may be very useful after improvement?"
55,44,20170325,7,"Your post reminds me about the memories about the dictionary, nowadays, technology and science are changing our life fast, but new problems appeared?Cthis age are less human kindness. As you mentioned, teachers can be replaced by computers, but taught by computers only can help us get the information or knowledge but not the pleasure of taught by human teachers. We just struggle for a high efficiency age but not the kindness, human will lose the unique of a person or human. If all the persons are only struggling for money or more knowledge, why we just own a computer but not give birth for a kid? Human is unique not only our ability of thinking but also kindness. As you mentioned, now smart city or smart products are promoted and improved everyday, but we can see that more and more persons lose the meaning of his or herself. I think all the persons especially the software engineers should consider the kindness when we develop our smart future."
21,16,20170324,7,"We all recognize the positive functions of HII in social media such as the mass amount of information, rapid transmission, and worldwide connection. The technology is neutral in nature, it may bring harms or benefits to people depending on the user handling the tools. As a educated student, we must follow the rituals and utilize the technology in good manner with meaningful intention."
21,16,20170324,7,"It is very useful for us if the face recognition tech. become popular, as our faces are unique and it brings a high degree of security. You point out the problem when the face data leak out, and we may be harmed as our face is a kind of personal information. Besides that, there may be a problem of matching as our face is changing from time to time. The matching will someday be inaccurate and cause trouble to the security system."
21,16,20170324,7,"Personally, I strongly admire the attitude and the method of Amazon in tackling the fake comments. We see that the fake comments destroy the effectiveness of the sentiment analysis and it is a kind of abuse. Therefore we can see the users of Amazon recognize the efforts and raise the reputation of the company."
21,16,20170324,7,"The powerful effectiveness of making decisions from the machine is unquestionable. However we should not 100% trust the decision of the machine as it is too objective without any room for correction. For example in moral issue, it is a dilema for machine to have an immoral judement. The results is always for reference only as we human should do the decision with multiple aspects consideration."
75,16,20170324,7,"I agree with your point that engineer should create products that are related to human information interaction because of its increasing importance. I particularly agree with your example that we can extract useful information from contents, which we can obtain information effectively."
75,16,20170324,7,"I strong agree with your view that we are implicitly affected by the social media, especially there are many generated contents recommended that intentionally change your mind. Therefore we should be aware of the contents on net and seek information from more sources to maintain objectiveness and correctness."
75,16,20170324,7,"Besides the casual chatting that expresses emotions between people, there are still functions of sending an objective and concise message through ??language??. That??s why we need to develop scientific language like ??mathematic?? which transmit a message with 100% matching. Therefore we need a balance between using pictures with universal meanings or texts."
75,16,20170324,7,"I see the point of the developing machine learning due to its powerful benefits. However, there are drawbacks if we cannot control the machines. The scientists that develop artificials intelligence should aware the impact. Maybe the horrible scene about outraging machine become true one day, and it is too late we can do nothing to due with it"
29,16,20170324,7,"In the old days, the content of a website cannot be change easily as the contents can only be updated intentionally by the owner of the website. But nowadays, we have websites like Facebook, Wikipedia that we can change its content online. This increase the interaction between people and effectively adapted the advantages of internet. This is important to the rapid development of HII."
29,16,20170324,7,"I agree with you that the interaction between human cannot be easily replaced by the social media, as the comprehensive ways of expressing our emotions are difficult to be transmitted by digital signal. However, with the improvement of the technology, we can have a high degree of conversation simulation, for example with the use of VR and 4D technology. We can see that the technology can reduce the distance between human effectively, regardless of the time and space."
29,16,20170324,7,"The technology of sentiment analysis is helpful in obtaining directional information from comments of different users, which is useful for us to decide the quality of a certain product or service. However, if we strongly rely on it, we may be harmed. If the analysis is wrongly done, we are getting a meaningless conclusion and miss out some good product. An interesting case is the national election of the president in the US recently. We observe the opinion on internet support Hilary mainly, however Trump was elected at the end."
29,16,20170324,7,"Thanks to the advanced technology, we can effectively obtain information from a sea of information. However, we need to trade our privacy and provide our habits and preference to the machines. The huge collection of data from many users from the big data and it become more valuable in this day. As a normal end-user, it is our responsible for recognizing how our information is used and spread, otherwise, we are manipulated by others intentionally."
66,16,20170324,7,"The theory is particularly useful today as we receive a huge amount of data every day. It is difficult for us to digest without effective screening and arrangement. I believe that some popular social media is designed in matching the theory so that the users feel comfortable and effective in gaining information. The theory implicitly applies in our daily life, improving our life."
66,16,20170324,7,"I find the survey results interesting as the top ranks are owned by big brand name and celebrities. People usually seek entertainments from social media and gain contents from generated contents. We see the huge potential in advertising industry that we advertise product or service on the social media, which can be spread rapidly and be received by the users that meet the target."
66,16,20170324,7,"We always receive recommended information from different social media without our cognition. The contents sometimes may be unjustified and biased, this will affect our decision making. We need to develop a sense in judging the information we see, in order to protect ourselves from malicious information."
51,21,20170322,7,"Yes, there is no doubt that this course has a huge difference by comparing other engineering course. It focus more on interactions between human and engineering instead of how human could do to master engineering. It broadens my horizon and I think it's quite important for engineer to put themselves in users' shoes. This could raise quality of product and become more user friendly."
10,21,20170322,7,"The trend of digital environment will be popular in HK for sure. We can see HK??s field of digital payment is becoming more mature, for example Octopus?? P2P payment service, Apple Pay etc. Security approach and technique is raising day by day, it provides secure payment for customers and raise their confidence of online shopping.Also, by using real time chatting system, customers could reach shop assistant for their help all the time. This makes digital shop looks more similar to a physical shop. And may bring better experience for some ??shy"" customers."
47,21,20170322,7,"Machine learning with big data can bring various benefits for sure. As mention in your post, by utilizing big data technology we can mine information from raw data and gain useful information. Using these useful information, business can make decisions easily and with less risk. For example, supermarkets can hold promotions according to customers?? shopping habit in order to attract more customers. These shopping habit could be recognized by data mining from previous record."
55,21,20170322,7,"It??s obvious that lots of systems and applications decided to adopt contextual computing for providing better service, for instance Netflix and Amazon utilize user??s information about hobbies and preference to recommend products, Facebook further analyse users?? social network and ??liked information?? and propose relevant information or advertisements. Personalization brings a better user experience without doubt.However, some critics concern security problem of contextual computing. Extracted information of a user may involve sensitive information. If these information are being stolen and used by law-breakers it would bring serious consequences."
13,21,20170323,7,"I agree that HII is a vital component for information explosion. By studying HII, engineer could understand how users make their decisions and how data are being produced. Other than information explosion, HII is essential for producing a user friendly environment. Engineers understand users' habits thus to produce interface and service to cater users' needs. Satisfying users' need is an important component for a software's success."
2,21,20170323,7,"I would like to give feedback about human interaction problems that you raised in the article. I agree that robots or machines would be more important in future yet it's hard to replace human on the aspect of social interaction. Robots could replace human for accomplishing tasks, as tasks usually have single solution. For example, getting a cup of water, throwing balls, calculating etc. Through various trials of training and learning, robots can perform many tasks like a human do. However, human interaction is a difficult field for robot. It involves many different scenarios and meanings. A sentence implies different meanings in distinct situations. For instance, ""You are very smart!"" could be praising someone or could be mocking. It's hard for machine to learn how the sentence means and give appropriate response. Also, it would be very boring when giving identical response every time."
76,21,20170323,7,"Online shopping can bring lots of benefits without doubt. It could even achieve services that physical shops could not provide. There are lots of software integrating image recognition with online shopping. When user spotted shoes they want to buy on street, they could simply take a photo of shoe and upload it to the software. Software would recommend similar shoes from online shops. It's easy for customers to get their dream shoes.Moreover, there's no more geographical limitation for shopping anymore. Customers could buy products from different countries through online shops. For example, Hong Kong people like buying cosmetic products from Japan. They could only ask friends to help them buy in Japan before, but now they could buy them from Rakuten Market directly."
43,21,20170323,7,"I think social Media would not be a tool for enhancing friendship. We could utilize it to receive information from friends. Reading their thoughts or photos. Yet receiving information or giving ""likes"" to them would not enhance relationship for sure. Deep conversations or connections are keys for enhancing friendship and they could not be conducted on social media. If we want to be closer with our friends, we should find them by private chatting tools like Facebook Messenger or Whatsapp and ask them to hang out."
69,21,20170323,7,"I agree the influence of social network is huge. I would say it is linking whole world up. It enables interactions between people from distinct countries. Like the comment and reply function of Facebook, it allows users to express their opinion and give feedback to others' comment at the same time. It's easy for users to make new friends. Moreover, social network allows real time information exchange. When media is being uploaded to social media, they could be shared and seen by every users on the platform. Information is being transmitted in high speed with huge area. Yet social media create distances between human at the same time. There are lots of phubbers recently. Phubbers refers to those who keep looking at their phone in a social setting. We should interact with others face- to- face in these gatherings. However, the ones who addicted to Social Media kept paying attention on their phone. And we can see social Media becomes a barrier for human interaction in this case."
62,21,20170323,7,"Yes I agree that HII would be a new field that engineers have to study. Engineers construct products for customers. It's important to understand relationships between machine and human. And build systems according to HII studies for creating a more user-friendly platform for users. Moreover, machines and systems tends to be more personalized, for catering specific needs for every individuals. Through studying individual's hobbies and interest to recommend information or service to them. These are functioning based on HII."
23,21,20170324,7,"Human Information Interaction is an important study area for Engineering Student. Engineering student learn professional principals and skills of building systems. HII provide ideas for Engineers to build systems that can bring greater experience to end users. Recognizing needs of users can create services and interface that can cater their needs. Furthermore, lots of end users don't have professional knowledge like Engineers do, it's important to put ourselves in end users' shoe to create a user- friendly systems. A user- friendly system is always more welcomed by users."
9,21,20170324,7,"Someone say the future trend of IT industry would be Artificial Intelligence. It is intelligence performed by Machine. To conduct machine learning, we have to insert data and corresponding labels to train the machine. These data have to be ""translated"" to digital form like what you mentioned in the blog. For instance, digital image would be represented in matrix or numbers. Through image feature extraction method like CNN, a model can learn an image in digital way. And CNN is acting as a translator in this case."
40,21,20170324,7,"Sentiment analysis is important and useful to understand opinions and make decisions. Yet I think it requires various, multiple and on-going trainings for machine to learn meaning of these sentences. Language has loads of variations, there are many expressions for the same meaning. For example, for the case we feel sad, we can say, ""I feel unhappy."", ""I am feeling blue."" Moreover, slangs, wordings that could only be understood by particular groups of people, would raise difficulty for machine to decide the real meaning of sentiment. It's quite difficult to produce an error-free machine."
33,52,20170324,7,"It is real that digital information is crucial nowadays. Technology is actually changing our lifestyle, one of the example is that online shopping is becoming more and more popular. maybe our lifestyle may soon be changed when some other new technologies are developed. And importantly, most of the new technologies developed in these days are all related to digital information. That??s why it is always real that digital information is vital and is always making impact to us."
33,52,20170324,7,"VR is really an interesting and crucial topic nowadays. It do can help the people to do something which they cannot do in the real situation. It can also bring us lot of interesting experiences. However, it is also concerned that people may be addicted to this technology and make them become lazy or unrealistic."
33,52,20170324,7,"It is true that HII is important to us as engineering students, at the same time HII is also important to every single person in the world. Every people on the world can also share their knowledge or technologies to others through internet, so that people form different places, different culture can improve themselves by acquiring knowledge from the internet. That??s why it is important for us to understand how the interactions are done."
19,52,20170324,7,"Language is always one of the most fantastic and wonderful things in the world. There are more than hundreds spoken language language in the world, and then body language can be treated as one of the languages, then now, emoji is invented and it can also be treated as a language. It may not be really hard for machine to analyse the meaning of emoji or spoken and written language, but if the machines could even accurately analyse the human body language, it would just be freaking awesome.I just can??t imagine what kind of new languages can be invented in the future along with the technology development."
19,52,20170324,7,"It is real that sometime it is hard to find the correct information from the internet and it is quite true and interesting to say the big data is too big. In this modern era, as it is too easy for us to share our information or find information through internet. It is not weird that we will find some incorrect or useless information from the internet, that??s why it is important to think twice before we decide to use the information we found, and it is also why HII is quite an interesting topic which is worth one semester to understanding it."
